edad,prefiere_tipo,nivel_actividad,vive_en_departamento,acompañante,tiempo_libre,ingresos_mensuales,adopta
50,perro,medio,0,solo,2.7,2712.0,1
22,perro,medio,1,solo,0.7,1390.0,0
64,gato,alto,0,familia,2.8,1124.0,1
52,perro,medio,1,solo,2.8,2015.0,0
61,ambos,medio,0,solo,2.8,2580.0,0
51,ambos,medio,1,amigo,2.4,2108.0,0
50,gato,medio,1,amigo,3.2,2203.0,1
38,perro,bajo,1,solo,3.1,2799.0,1
34,ambos,medio,1,amigo,3.0,1483.0,1
39,gato,medio,1,solo,3.4,1846.0,1
54,ambos,alto,1,solo,2.6,3144.0,1
32,gato,alto,1,amigo,2.5,,1
52,ambos,medio,1,familia,4.4,1113.0,1
45,gato,bajo,1,solo,3.6,1531.0,1
24,gato,medio,0,familia,3.8,1343.0,0
49,ambos,medio,1,amigo,4.2,2250.0,1
28,gato,bajo,1,solo,3.5,1373.0,1
27,gato,alto,0,familia,3.9,2190.0,1
26,perro,alto,1,solo,1.4,1485.0,1
31,gato,alto,0,familia,3.2,514.0,1
30,gato,bajo,0,familia,2.8,2215.0,0
42,perro,alto,1,solo,4.7,2104.0,1
19,perro,alto,1,solo,3.9,2362.0,1
52,gato,medio,1,solo,2.4,1529.0,1
24,ambos,medio,1,solo,3.4,1454.0,1
38,gato,alto,1,solo,3.2,2281.0,1
35,perro,medio,0,solo,3.5,3063.0,1
20,gato,medio,0,amigo,2.0,2008.0,0
59,perro,medio,1,solo,3.4,2297.0,1
56,gato,medio,0,familia,2.8,1775.0,0
58,perro,bajo,1,familia,3.3,919.0,1
28,perro,alto,1,solo,2.3,2677.0,1
56,perro,medio,0,familia,2.4,2636.0,1
41,perro,medio,1,solo,4.2,2498.0,1
63,perro,bajo,1,solo,1.9,1873.0,0
36,perro,medio,1,amigo,2.0,2418.0,0
21,gato,bajo,1,solo,2.9,2626.0,1
43,gato,bajo,1,amigo,2.2,3134.0,1
55,perro,medio,0,familia,2.1,2692.0,0
59,ambos,medio,1,familia,3.1,2045.0,1
49,perro,medio,1,amigo,1.5,1084.0,0
56,gato,bajo,1,familia,2.0,2109.0,1
62,perro,medio,1,solo,5.1,,1
63,perro,bajo,1,solo,3.5,2496.0,1
53,gato,alto,0,familia,2.3,2948.0,1
57,gato,medio,1,solo,3.4,1933.0,1
54,ambos,medio,1,solo,3.6,3471.0,1
50,gato,medio,0,solo,4.0,768.0,1
53,ambos,bajo,0,amigo,2.9,2294.0,1
20,perro,alto,1,solo,4.0,1441.0,1
26,perro,bajo,1,amigo,1.0,665.0,0
25,perro,medio,1,solo,1.9,1859.0,0
50,perro,medio,1,solo,3.2,980.0,1
23,gato,bajo,1,solo,3.3,1887.0,1
58,gato,alto,1,solo,2.1,2024.0,1
56,perro,medio,1,familia,3.3,2783.0,1
21,ambos,bajo,0,solo,2.4,945.0,0
30,ambos,bajo,1,solo,2.7,2636.0,1
19,perro,bajo,1,amigo,4.0,2069.0,1
22,perro,alto,1,solo,3.9,2720.0,1
61,perro,medio,1,solo,2.0,1698.0,0
44,perro,bajo,1,solo,1.9,1067.0,0
49,perro,bajo,0,familia,2.6,1148.0,0
38,gato,medio,0,amigo,3.0,1096.0,0
25,perro,medio,0,solo,2.3,2334.0,0
55,perro,medio,0,solo,4.0,,1
25,ambos,medio,1,solo,3.3,1605.0,1
20,gato,bajo,0,solo,3.4,,0
61,ambos,medio,0,amigo,1.7,934.0,1
20,perro,alto,1,familia,4.2,2126.0,1
39,perro,bajo,1,solo,0.2,2468.0,0
23,gato,medio,0,familia,3.8,986.0,0
19,perro,medio,1,solo,3.9,1857.0,1
40,perro,medio,1,solo,2.6,2501.0,0
61,gato,bajo,0,solo,4.3,-54.0,0
19,gato,alto,0,solo,2.9,2935.0,1
55,gato,medio,1,familia,3.1,2248.0,1
34,gato,medio,1,solo,3.3,2502.0,1
52,gato,medio,1,solo,6.2,1711.0,1
51,perro,bajo,0,familia,4.3,,1
40,perro,bajo,1,familia,3.7,2374.0,1
47,perro,alto,1,familia,2.1,1942.0,1
25,perro,bajo,0,familia,3.1,2022.0,1
39,ambos,medio,1,solo,2.2,2761.0,0
61,gato,medio,1,familia,3.8,2533.0,1
53,ambos,medio,0,amigo,3.1,3345.0,1
22,perro,medio,1,familia,1.9,2108.0,0
30,perro,medio,1,familia,3.1,1516.0,1
46,perro,bajo,0,solo,2.2,1868.0,0
48,perro,medio,1,familia,3.2,2291.0,1
64,perro,medio,0,solo,2.1,2711.0,0
33,ambos,medio,1,solo,3.0,973.0,1
59,gato,bajo,0,solo,3.8,2006.0,0
47,gato,medio,0,familia,2.9,3127.0,0
33,gato,bajo,1,solo,2.6,1832.0,1
29,ambos,bajo,1,amigo,3.2,2652.0,1
34,perro,bajo,1,solo,3.7,,1
33,perro,alto,0,familia,1.9,2669.0,1
29,perro,bajo,0,solo,3.3,1433.0,1
25,ambos,bajo,1,familia,4.3,1436.0,1
37,ambos,bajo,1,familia,3.6,2014.0,1
20,perro,bajo,0,solo,3.1,927.0,1
33,ambos,medio,1,solo,3.6,1811.0,1
47,ambos,bajo,1,familia,3.5,2177.0,1
62,perro,bajo,1,familia,3.8,3249.0,1
40,perro,medio,1,familia,1.0,2282.0,1
45,gato,medio,0,solo,1.4,2438.0,0
57,ambos,alto,1,familia,4.0,2815.0,1
22,perro,medio,0,solo,1.5,1325.0,0
37,ambos,bajo,1,amigo,3.4,,1
57,perro,medio,1,familia,2.6,3698.0,0
61,ambos,bajo,1,solo,2.0,1945.0,0
18,gato,medio,1,familia,3.3,2782.0,1
47,gato,medio,1,amigo,3.2,2675.0,1
38,ambos,bajo,1,familia,5.1,965.0,1
37,ambos,medio,1,solo,2.4,2217.0,1
23,ambos,alto,1,solo,4.4,2103.0,1
39,perro,alto,1,familia,3.4,2231.0,1
35,gato,medio,0,solo,2.3,1472.0,0
25,perro,medio,0,solo,3.8,1218.0,1
56,gato,bajo,0,familia,3.6,1667.0,1
49,gato,bajo,1,solo,3.0,1932.0,1
50,gato,medio,1,familia,3.3,,1
33,gato,medio,1,solo,2.4,3272.0,1
29,ambos,alto,1,solo,2.2,2978.0,1
55,perro,medio,1,familia,3.8,2602.0,1
51,gato,medio,0,amigo,2.8,1297.0,0
31,perro,medio,0,amigo,2.9,1714.0,1
53,perro,alto,1,amigo,3.3,2147.0,1
50,perro,medio,0,familia,3.3,1557.0,1
40,ambos,medio,1,solo,1.6,2404.0,1
62,ambos,medio,1,solo,4.3,2504.0,1
19,ambos,alto,1,solo,3.1,2375.0,1
58,ambos,bajo,1,amigo,2.8,2718.0,0
38,perro,alto,1,solo,3.4,1367.0,1
19,perro,medio,0,solo,3.2,,1
44,gato,medio,1,solo,3.8,1513.0,1
26,gato,medio,1,solo,3.5,1341.0,1
18,gato,medio,0,solo,3.7,2372.0,1
28,perro,bajo,0,amigo,4.4,2851.0,1
20,gato,alto,1,solo,3.9,2342.0,1
40,gato,medio,0,familia,2.8,2015.0,0
43,perro,medio,0,amigo,1.9,2217.0,1
21,gato,bajo,1,solo,4.7,2095.0,1
35,gato,medio,1,amigo,2.8,1212.0,1
23,gato,medio,0,solo,2.5,1130.0,1
52,perro,medio,0,familia,1.3,1945.0,1
39,ambos,medio,1,familia,3.3,2056.0,1
60,perro,medio,0,amigo,3.1,2008.0,1
32,perro,alto,1,amigo,1.5,2473.0,1
39,ambos,medio,1,solo,3.5,,1
54,gato,alto,0,solo,2.5,2394.0,1
59,perro,bajo,0,familia,5.7,1899.0,1
29,gato,medio,0,solo,2.4,3276.0,0
64,gato,medio,0,solo,2.6,2056.0,1
59,ambos,medio,0,solo,2.1,,0
55,ambos,alto,1,familia,4.3,2246.0,1
35,gato,bajo,0,solo,2.6,1850.0,0
62,gato,bajo,1,familia,2.3,1370.0,1
52,perro,alto,1,solo,3.7,990.0,1
47,perro,bajo,0,solo,1.6,1306.0,0
41,gato,medio,0,familia,3.6,1384.0,1
59,gato,medio,0,solo,4.8,2276.0,0
47,gato,alto,0,amigo,3.6,1632.0,1
31,perro,bajo,1,solo,3.6,2131.0,1
23,perro,bajo,0,solo,3.9,,1
20,gato,medio,1,solo,4.7,1939.0,1
33,perro,alto,1,familia,4.2,3455.0,1
24,ambos,medio,1,amigo,3.4,1177.0,1
31,perro,medio,1,familia,3.9,1895.0,1
26,gato,medio,1,solo,2.1,1622.0,1
32,ambos,alto,0,amigo,3.8,2656.0,1
38,perro,alto,0,solo,2.0,432.0,0
52,gato,alto,1,familia,2.6,,1
19,perro,bajo,0,familia,0.0,1925.0,0
44,gato,bajo,1,familia,3.4,3086.0,1
19,gato,medio,1,solo,2.4,2158.0,1
52,gato,alto,1,amigo,4.1,1054.0,1
35,gato,bajo,1,solo,3.4,1162.0,1
31,ambos,bajo,1,familia,4.1,3171.0,1
37,perro,alto,1,solo,1.9,1565.0,1
35,perro,bajo,1,solo,4.0,1340.0,1
27,ambos,medio,1,solo,5.1,3034.0,1
42,gato,medio,1,solo,3.8,2708.0,1
19,ambos,medio,1,solo,3.8,2892.0,1
42,gato,alto,1,familia,3.2,1335.0,1
50,ambos,medio,1,amigo,2.5,932.0,0
53,gato,medio,1,familia,3.8,2093.0,1
48,ambos,medio,1,familia,1.5,2235.0,1
31,ambos,medio,0,solo,2.6,2255.0,1
18,gato,medio,1,amigo,1.2,3035.0,1
63,perro,bajo,0,solo,2.3,786.0,0
33,perro,bajo,1,familia,3.6,,1
63,perro,bajo,1,solo,3.5,,1
20,perro,bajo,1,solo,3.1,2599.0,1
52,perro,medio,0,solo,3.2,,1
58,gato,alto,1,solo,1.1,1430.0,1
23,gato,alto,1,solo,2.6,1573.0,1
42,gato,alto,0,solo,2.3,988.0,0
30,gato,medio,0,familia,2.3,2028.0,0
51,perro,medio,1,familia,3.6,,1
25,perro,medio,1,solo,2.1,2550.0,0
38,perro,bajo,0,solo,2.4,,0
51,gato,bajo,1,familia,0.9,3182.0,1
21,perro,medio,1,solo,2.7,2256.0,0
42,perro,alto,1,familia,1.9,2364.0,1
32,gato,bajo,1,solo,3.1,2980.0,1
21,ambos,bajo,1,amigo,2.0,1561.0,0
62,perro,alto,1,amigo,3.1,958.0,1
29,gato,bajo,1,amigo,2.9,2140.0,1
49,gato,alto,0,familia,4.7,1004.0,0
49,ambos,alto,0,solo,3.5,3718.0,1
45,ambos,alto,1,solo,1.2,3019.0,1
30,perro,medio,1,amigo,1.7,3515.0,0
48,perro,medio,1,familia,3.1,,1
31,ambos,medio,1,solo,2.1,2385.0,0
37,gato,medio,1,familia,0.0,1678.0,1
35,gato,medio,1,solo,4.3,2618.0,1
46,gato,bajo,0,solo,3.7,1149.0,0
23,gato,medio,1,familia,3.5,220.0,1
49,ambos,medio,0,solo,2.4,1447.0,0
46,ambos,alto,1,amigo,3.4,,1
60,ambos,alto,0,solo,2.3,,1
19,perro,medio,1,solo,3.2,3271.0,1
40,ambos,bajo,0,amigo,2.1,1018.0,0
36,perro,alto,0,amigo,4.5,2904.0,1
48,perro,medio,0,solo,1.4,2666.0,0
22,ambos,alto,1,solo,4.2,901.0,1
36,perro,alto,1,solo,3.0,1727.0,1
51,perro,bajo,1,solo,2.5,1594.0,0
27,perro,alto,1,familia,3.2,2524.0,1
42,ambos,bajo,1,familia,3.7,1140.0,1
19,gato,medio,1,solo,4.4,1931.0,1
28,gato,medio,1,solo,3.3,,1
48,perro,bajo,0,familia,2.1,2331.0,1
32,ambos,alto,0,amigo,3.1,1848.0,1
26,ambos,bajo,1,amigo,4.8,1625.0,1
40,perro,bajo,1,familia,4.3,1851.0,1
36,gato,medio,1,solo,3.9,3425.0,1
26,perro,alto,1,solo,3.8,1708.0,1
52,ambos,alto,0,familia,3.7,1271.0,1
38,gato,alto,1,amigo,4.2,2408.0,1
26,ambos,medio,1,solo,2.5,1900.0,1
45,perro,medio,1,solo,1.6,1009.0,1
63,ambos,bajo,1,solo,3.1,3562.0,1
24,ambos,bajo,1,familia,2.2,1753.0,0
33,gato,medio,1,solo,1.9,1735.0,1
33,ambos,medio,0,solo,2.3,2112.0,0
50,perro,medio,0,familia,5.5,,1
21,perro,alto,1,solo,3.1,824.0,1
21,gato,medio,1,solo,3.4,2193.0,1
56,ambos,bajo,0,solo,1.8,3461.0,1
57,gato,bajo,1,solo,1.2,2090.0,1
34,perro,alto,1,solo,2.2,1135.0,0
54,gato,alto,1,familia,4.4,1567.0,1
56,perro,alto,0,familia,3.3,2145.0,1
46,gato,bajo,1,solo,3.6,2932.0,1
53,gato,alto,1,solo,3.7,1762.0,1
55,ambos,bajo,1,amigo,2.4,2579.0,1
56,perro,bajo,1,solo,4.4,,1
54,gato,alto,0,solo,2.4,989.0,0
52,perro,bajo,1,familia,4.4,1662.0,1
24,perro,medio,0,solo,3.4,3007.0,1
44,ambos,bajo,0,solo,1.2,2048.0,0
45,ambos,medio,1,solo,2.3,2203.0,1
39,perro,alto,1,solo,1.2,,0
31,ambos,medio,1,solo,4.2,2776.0,1
24,ambos,medio,0,solo,3.0,1573.0,1
54,ambos,bajo,1,solo,0.8,2482.0,0
39,perro,medio,1,amigo,3.4,1418.0,1
22,ambos,medio,1,solo,2.5,3388.0,0
19,perro,bajo,1,solo,1.5,1440.0,1
44,perro,medio,1,amigo,4.7,1382.0,1
38,perro,bajo,1,familia,3.1,2385.0,1
55,gato,alto,0,solo,2.7,2056.0,1
32,perro,medio,0,solo,2.6,2229.0,0
38,perro,bajo,0,solo,1.5,2159.0,0
27,perro,medio,1,familia,1.7,1237.0,0
40,ambos,medio,1,solo,4.3,3129.0,1
56,ambos,alto,1,solo,2.5,2625.0,1
22,perro,alto,0,solo,3.0,2951.0,1
18,ambos,medio,0,solo,1.0,,1
30,ambos,alto,0,solo,1.7,,1
38,ambos,medio,0,solo,3.6,2138.0,1
43,perro,bajo,1,familia,3.4,2790.0,1
62,gato,medio,1,amigo,4.8,2812.0,1
38,ambos,medio,1,solo,4.3,2135.0,1
35,gato,medio,1,solo,2.8,937.0,1
54,perro,alto,1,solo,3.5,3246.0,1
62,gato,medio,1,solo,2.7,,1
49,gato,alto,0,familia,5.1,1574.0,1
53,gato,alto,1,familia,4.1,2285.0,1
34,perro,medio,1,solo,3.2,942.0,1
52,perro,medio,1,solo,3.2,2739.0,1
28,ambos,medio,0,solo,4.4,970.0,1
38,ambos,alto,0,amigo,3.6,,1
43,perro,medio,0,amigo,4.6,,1
21,ambos,bajo,1,familia,0.8,2727.0,0
51,perro,medio,1,familia,3.5,,1
35,gato,medio,1,solo,2.5,2444.0,1
57,ambos,bajo,1,amigo,4.8,1980.0,1
52,ambos,bajo,0,amigo,4.5,1977.0,1
58,ambos,medio,1,amigo,3.0,,1
46,perro,medio,1,solo,4.5,1868.0,1
46,ambos,medio,1,amigo,4.8,819.0,1
55,perro,bajo,1,amigo,3.1,1462.0,1
59,ambos,bajo,0,amigo,5.5,2171.0,1
38,ambos,medio,0,amigo,3.0,1826.0,1
59,gato,medio,1,familia,2.8,1891.0,1
30,perro,bajo,1,amigo,3.9,1774.0,1
58,ambos,medio,1,amigo,2.6,1395.0,0
34,perro,medio,1,amigo,3.1,1655.0,1
26,perro,bajo,1,solo,4.4,1785.0,1
58,ambos,bajo,1,solo,3.0,,1
18,gato,bajo,1,solo,1.3,2275.0,1
19,ambos,alto,1,amigo,3.4,1874.0,1
46,perro,alto,0,amigo,2.3,1279.0,0
50,perro,alto,1,familia,3.9,1021.0,1
27,ambos,alto,1,solo,3.7,3818.0,1
57,gato,medio,1,solo,4.5,1209.0,1
38,perro,medio,1,solo,3.9,1637.0,1
45,ambos,medio,1,solo,4.1,,1
28,gato,bajo,1,familia,2.3,2253.0,1
51,gato,medio,0,solo,3.8,2365.0,0
25,gato,alto,1,amigo,5.0,1690.0,1
39,ambos,medio,1,amigo,2.3,2167.0,1
25,ambos,medio,1,solo,4.8,2043.0,1
32,ambos,bajo,0,familia,2.5,1782.0,0
34,perro,medio,0,solo,2.1,2172.0,0
40,ambos,medio,0,solo,3.3,2739.0,1
41,gato,alto,1,familia,3.7,1984.0,1
62,gato,medio,0,familia,3.9,1989.0,0
36,perro,alto,1,solo,2.0,2748.0,1
22,ambos,medio,0,solo,3.4,2673.0,1
49,ambos,alto,0,solo,2.3,3109.0,1
61,perro,medio,0,solo,1.5,,0
18,gato,medio,0,familia,2.1,2634.0,0
40,ambos,medio,1,amigo,2.2,2421.0,0
54,perro,alto,1,solo,3.5,1380.0,1
25,ambos,alto,1,familia,4.2,2176.0,1
30,gato,bajo,0,solo,1.5,2736.0,1
25,gato,bajo,0,solo,3.4,1420.0,0
40,perro,alto,1,familia,1.8,2310.0,1
60,perro,medio,1,familia,3.6,2610.0,1
18,ambos,medio,0,familia,2.4,1250.0,0
62,perro,medio,1,amigo,1.9,1900.0,0
41,ambos,bajo,1,familia,3.8,2211.0,1
52,perro,alto,0,solo,2.4,,1
41,perro,alto,1,amigo,2.7,1385.0,0
34,perro,medio,0,familia,0.8,1905.0,1
22,gato,medio,1,solo,3.9,2561.0,1
37,ambos,alto,0,familia,3.8,,1
38,perro,bajo,1,solo,3.0,1397.0,1
57,perro,alto,0,solo,1.5,2457.0,1
48,perro,bajo,1,familia,4.2,1415.0,1
63,gato,medio,0,solo,2.3,873.0,1
53,gato,alto,1,amigo,2.5,1743.0,1
28,ambos,medio,1,solo,5.3,2786.0,1
32,gato,medio,1,familia,2.3,2459.0,1
36,gato,medio,1,solo,3.7,1999.0,1
24,perro,medio,1,solo,3.6,1708.0,1
45,ambos,bajo,0,solo,3.4,1727.0,1
60,perro,alto,0,familia,3.3,2076.0,1
22,perro,alto,1,familia,3.4,1252.0,1
22,gato,medio,0,familia,3.3,1756.0,1
47,gato,medio,1,solo,2.9,1849.0,1
49,gato,bajo,0,solo,4.5,1054.0,0
25,gato,bajo,1,solo,1.7,1413.0,1
27,ambos,medio,1,amigo,4.0,2287.0,1
55,perro,alto,1,solo,3.8,2007.0,1
64,ambos,medio,1,familia,3.7,1784.0,1
49,gato,alto,0,familia,4.1,1362.0,0
45,gato,bajo,1,solo,2.9,3104.0,1
34,gato,medio,0,solo,1.1,1413.0,0
48,perro,bajo,1,familia,2.9,2176.0,0
25,ambos,medio,1,solo,2.0,1658.0,1
57,gato,bajo,1,solo,2.3,2025.0,1
42,perro,alto,0,solo,1.8,2320.0,1
26,gato,bajo,0,amigo,2.5,1041.0,0
19,ambos,alto,0,familia,2.4,1995.0,1
32,gato,medio,0,solo,0.6,2834.0,0
20,ambos,alto,0,solo,3.7,3233.0,1
53,perro,medio,1,solo,5.2,1909.0,1
21,perro,alto,0,familia,3.6,2029.0,1
31,perro,bajo,1,solo,2.8,3548.0,0
58,gato,alto,1,solo,2.9,2794.0,1
58,perro,alto,1,familia,2.6,,1
42,perro,bajo,0,familia,3.1,1567.0,1
27,ambos,bajo,0,familia,3.0,,1
38,ambos,medio,1,familia,2.2,,0
53,ambos,alto,0,solo,4.7,2761.0,1
29,perro,medio,1,solo,1.5,2234.0,0
44,perro,medio,0,solo,3.7,2362.0,1
57,perro,bajo,1,solo,2.9,1820.0,0
19,ambos,bajo,1,familia,4.9,1559.0,1
30,ambos,alto,1,familia,3.3,,1
49,gato,bajo,0,familia,2.6,1827.0,1
48,perro,medio,0,solo,2.8,1712.0,0
33,gato,alto,1,familia,3.0,1944.0,1
49,perro,bajo,1,familia,1.9,2135.0,0
49,perro,medio,0,solo,2.2,1278.0,0
51,gato,bajo,0,familia,1.2,1605.0,1
28,ambos,medio,0,solo,2.1,1567.0,0
27,perro,bajo,1,solo,3.1,2592.0,1
32,perro,alto,0,amigo,3.3,1380.0,1
34,ambos,medio,1,amigo,1.0,771.0,1
57,perro,medio,1,solo,2.9,,0
35,perro,medio,1,solo,3.6,971.0,1
26,perro,bajo,1,familia,2.8,2953.0,0
42,perro,alto,1,amigo,2.4,2011.0,1
57,perro,medio,1,familia,2.6,2351.0,0
31,ambos,medio,0,solo,2.5,2376.0,0
42,perro,bajo,1,solo,2.4,2039.0,0
39,gato,medio,1,solo,3.2,1948.0,1
47,gato,bajo,1,solo,5.3,2731.0,1
37,gato,medio,1,solo,2.3,2102.0,1
38,ambos,bajo,0,solo,2.7,2979.0,0
61,ambos,alto,1,amigo,2.9,2435.0,1
49,perro,bajo,0,solo,2.3,1568.0,0
63,ambos,alto,1,familia,4.1,1652.0,1
38,gato,alto,0,solo,0.6,1491.0,0
52,ambos,bajo,1,solo,2.5,2852.0,0
49,gato,medio,0,solo,3.8,1716.0,1
47,ambos,bajo,1,solo,2.7,1441.0,1
56,ambos,medio,1,solo,2.2,,0
29,perro,alto,0,familia,3.4,1932.0,1
58,gato,medio,1,familia,3.9,2206.0,1
64,ambos,medio,1,solo,3.2,3323.0,1
35,ambos,bajo,1,solo,2.2,2639.0,0
38,perro,medio,0,amigo,3.5,2019.0,1
30,ambos,bajo,1,familia,2.6,1014.0,1
38,perro,alto,1,solo,3.7,1650.0,1
25,perro,medio,1,amigo,4.5,2498.0,1
63,gato,alto,1,familia,0.4,1180.0,1
57,perro,bajo,1,familia,3.1,3499.0,1
63,ambos,medio,0,familia,1.3,,1
24,perro,medio,0,familia,5.4,2034.0,1
40,ambos,bajo,0,familia,2.5,1533.0,1
61,perro,medio,0,solo,3.7,2348.0,1
49,perro,alto,1,amigo,3.0,1189.0,1
28,perro,alto,1,familia,2.2,3515.0,1
39,perro,medio,0,amigo,2.1,2922.0,0
39,perro,medio,1,familia,4.6,2689.0,1
60,perro,bajo,1,solo,4.0,1027.0,1
42,gato,alto,1,solo,4.9,2144.0,1
39,perro,bajo,1,solo,3.1,2846.0,1
45,gato,alto,1,solo,3.3,2415.0,1
46,perro,medio,0,solo,2.7,1299.0,0
30,ambos,medio,0,familia,2.7,1545.0,0
35,ambos,alto,0,solo,2.0,1684.0,1
19,gato,bajo,1,familia,3.1,1578.0,1
46,perro,medio,0,amigo,2.2,3070.0,0
38,perro,medio,1,solo,3.4,655.0,1
32,ambos,bajo,0,solo,3.2,2459.0,1
44,perro,medio,1,amigo,3.3,1095.0,1
48,perro,medio,0,familia,4.7,,1
32,perro,alto,0,familia,3.0,593.0,1
40,perro,bajo,0,familia,3.8,1616.0,1
41,perro,alto,1,familia,5.1,3058.0,1
61,ambos,bajo,0,amigo,4.3,2185.0,1
30,perro,bajo,1,familia,4.2,,1
39,gato,bajo,0,familia,2.7,,0
60,perro,bajo,0,familia,3.2,2862.0,1
54,perro,bajo,1,solo,1.7,2073.0,0
50,ambos,alto,0,familia,3.5,3424.0,1
20,perro,medio,1,solo,3.3,2575.0,1
36,ambos,bajo,1,familia,3.0,2478.0,1
40,gato,bajo,0,solo,4.0,1438.0,0
46,perro,alto,0,solo,1.8,2439.0,1
47,ambos,alto,0,solo,4.6,,1
56,perro,bajo,1,solo,3.9,2364.0,1
61,ambos,bajo,1,solo,2.9,1521.0,0
64,perro,bajo,1,familia,2.9,2090.0,0
42,ambos,bajo,1,solo,3.5,1428.0,1
54,perro,bajo,0,solo,4.5,497.0,1
64,gato,medio,1,solo,3.1,2699.0,1
25,ambos,bajo,1,amigo,3.1,948.0,1
59,ambos,medio,1,solo,3.0,2075.0,1
33,ambos,bajo,1,solo,4.8,2233.0,1
25,ambos,alto,1,solo,2.6,2229.0,1
18,ambos,alto,0,amigo,3.0,1802.0,1
61,perro,medio,1,solo,4.5,2190.0,1
22,perro,medio,1,solo,3.1,2330.0,1
20,perro,medio,0,solo,4.1,2514.0,1
18,perro,medio,1,familia,2.1,,0
21,perro,alto,0,solo,2.8,2164.0,1
57,gato,medio,1,amigo,4.5,2045.0,1
52,perro,alto,1,solo,2.3,1365.0,1
49,gato,alto,0,solo,2.8,2305.0,1
59,perro,medio,1,solo,3.3,2467.0,1
51,perro,medio,1,solo,2.0,1865.0,1
60,gato,bajo,1,solo,2.6,2381.0,1
42,ambos,bajo,0,solo,3.1,,1
27,ambos,medio,0,solo,3.0,2470.0,1
38,gato,bajo,0,amigo,4.3,2639.0,0
63,perro,alto,0,familia,4.5,2629.0,1
56,gato,bajo,1,solo,2.1,2082.0,1
44,perro,medio,1,amigo,3.1,1272.0,1
44,perro,medio,1,familia,3.7,1572.0,1
19,gato,medio,1,familia,4.5,2417.0,1
58,perro,medio,1,solo,3.7,3714.0,1
30,perro,alto,1,familia,3.3,1761.0,1
26,ambos,medio,1,solo,3.7,2319.0,1
53,ambos,medio,1,amigo,3.7,,1
39,perro,bajo,1,solo,2.1,1318.0,1
59,perro,medio,0,solo,3.2,,1
43,perro,alto,0,solo,4.5,542.0,1
29,perro,medio,1,solo,2.8,2947.0,0
34,ambos,alto,1,amigo,3.1,439.0,1
31,perro,medio,1,solo,2.8,1815.0,0
31,ambos,bajo,1,amigo,0.7,1175.0,1
51,perro,bajo,0,solo,3.0,1381.0,1
37,ambos,medio,1,solo,3.3,2964.0,1
28,perro,medio,0,amigo,2.5,2141.0,0
33,ambos,alto,1,familia,1.8,1324.0,0
48,perro,bajo,1,solo,2.1,,0
23,gato,medio,0,solo,3.8,1464.0,0
36,perro,medio,1,familia,5.0,1970.0,1
54,perro,medio,1,solo,4.4,,1
21,ambos,bajo,0,familia,1.7,,0
64,ambos,bajo,1,amigo,3.9,659.0,1
21,ambos,bajo,1,solo,2.3,1976.0,0
37,gato,bajo,1,solo,2.4,1779.0,1
27,ambos,bajo,0,solo,2.5,2663.0,0
41,perro,bajo,0,solo,3.7,2248.0,1
52,perro,medio,1,familia,4.0,2413.0,1
43,perro,medio,0,familia,2.9,2242.0,1
54,gato,alto,1,amigo,2.9,1348.0,1
55,perro,bajo,0,familia,3.5,2848.0,1
38,perro,medio,1,solo,3.6,2559.0,1
57,gato,medio,1,amigo,4.2,2641.0,1
56,ambos,bajo,0,solo,1.7,2885.0,0
38,perro,alto,0,familia,3.0,2292.0,1
27,perro,bajo,1,solo,1.9,3037.0,0
55,perro,alto,1,amigo,2.9,2264.0,1
63,perro,alto,0,familia,2.8,1847.0,1
21,perro,medio,1,solo,3.0,1995.0,1
62,gato,medio,0,solo,2.2,1983.0,0
37,gato,medio,1,amigo,1.5,1636.0,1
34,gato,medio,1,solo,0.9,3142.0,1
24,perro,medio,0,amigo,2.9,2207.0,1
21,ambos,bajo,1,familia,2.6,2066.0,1
46,perro,bajo,0,solo,2.3,2272.0,1
31,gato,medio,0,solo,4.3,4086.0,0
20,ambos,medio,0,amigo,2.1,,0
41,perro,alto,1,solo,4.4,1408.0,1
54,perro,bajo,1,solo,4.6,1034.0,1
33,ambos,alto,1,familia,1.0,1837.0,1
21,perro,bajo,0,amigo,3.1,2172.0,1
41,gato,medio,0,solo,2.6,1674.0,0
51,perro,medio,1,solo,0.1,1622.0,0
47,gato,medio,0,amigo,1.6,2100.0,0
35,perro,bajo,1,familia,3.8,1649.0,1
36,perro,medio,0,familia,5.0,2217.0,1
48,gato,alto,1,solo,3.9,2780.0,1
36,perro,medio,0,familia,3.3,2474.0,1
63,perro,medio,1,amigo,3.0,,1
36,perro,alto,0,amigo,4.7,2760.0,1
39,perro,alto,0,amigo,5.1,2198.0,1
41,perro,medio,0,solo,2.4,1889.0,1
62,perro,bajo,0,familia,1.0,1459.0,0
29,ambos,alto,0,solo,0.9,1726.0,1
47,perro,medio,1,solo,4.3,1633.0,1
55,gato,bajo,1,familia,3.0,2512.0,1
48,perro,bajo,1,amigo,3.2,2243.0,1
53,perro,alto,1,familia,1.2,2488.0,1
36,ambos,bajo,1,amigo,2.2,1188.0,1
62,perro,alto,1,solo,2.7,,0
53,ambos,bajo,1,familia,3.2,,1
47,perro,alto,1,solo,2.6,1230.0,1
50,ambos,medio,1,familia,2.0,1693.0,0
35,gato,medio,0,solo,2.2,,1
45,ambos,alto,0,familia,4.2,1729.0,1
64,gato,medio,1,solo,3.2,1772.0,1
